3.26;0.829;1.676;0;1;1.453;3.770
2.189;0.58;0.863;0;0;1.348;3.115
2.125;0.638;0.831;0;0;1.348;3.531
3.027;0.331;1.472;1;0;1.807;3.510
2.094;0.827;0.86;0;0;1.886;5.390
3.222;0.331;2.177;0;0;0.706;1.819
3.179;0;1.063;0;0;2.942;3.947
3;0;0.938;1;0;2.851;3.513
2.62;0.499;0.99;0;0;2.942;4.402
2.834;0.134;0.95;0;0;1.591;3.021
2.405;0.134;0.843;0;0;1.769;3.210
2.728;0.223;0.953;0;0;1.591;2.371
2.512;0.223;0.929;1;0;1.769;3.919
2.834;0.134;1.237;0;0;1.859;3.030
2.819;0.331;1.271;0;1;0.981;2.736
2.126;0.251;1.114;0;0;0.143;2.157
2.834;0.134;1.322;0;0;1.199;2.413
3.014;0.56;1.781;0;0;-0.115;0.898
3.024;0.452;2.698;0;0;1.107;0.450
3.036;0.405;1.205;1;0;1.807;3.733
2.707;0.972;1.889;0;3;-1.169;2.976
2.978;1.246;1.103;0;1;3.988;6.535
3.111;0.732;0.923;0;0;4.068;5.643
3.315;0.223;0.96;0;0;3.395;4.629
2.71;0.93;0.724;0;0;2.526;4.838
3.326;0.647;0.986;0;1;3.112;4.081
3.332;0.134;1.294;0;0;2.51;3.436
3.896;0.134;1.984;0;0;2.591;3.450
3.155;0.638;2.128;0;0;-0.937;1.102
2.479;0.887;0.954;0;0;1.748;4.257
1.075;1.161;0.865;0;1;0.024;5.386
3.645;0.223;1.155;0;0;2.837;3.393
3.079;0.429;2.135;0;0;-0.521;1.308
3.332;0.134;1.519;0;0;2.242;3.554
2.726;0.496;1.179;0;1;1.06;2.269
3.532;0.134;1.11;0;0;2.813;4.165
4.216;0.223;1.248;0;0;5.089;5.896
3.605;0;1.15;0;0;3.562;4.829
2.918;0.223;0.944;3;0;2.066;4.590
3.833;0.405;1.522;0;1;3.492;2.092
3.669;0.223;1.599;0;0;2.274;3.665
2.824;0.223;1;1;0;2.102;3.560
2.233;0.64;0.92;1;0;2.37;4.805
3.103;0.134;1.344;0;0;1.533;3.174
4.413;0.56;1.17;1;2;3.906;7.899
3.641;0.331;1.933;0;1;1.565;2.670
3.073;0.693;1.851;0;2;0.787;4.016
3.012;0.223;1.023;0;0;2.193;3.857
3.818;0.693;1.627;2;2;2.217;5.522
4.171;0.693;1.678;0;2;2.849;4.851
3.734;0.223;1.45;2;1;2.642;3.840
3.734;0.223;1.374;2;2;2.642;4.586
2.126;0.977;0.771;0;0;3.795;5.284
2.216;0.679;0.764;0;0;2.296;3.559
3.179;0;1.063;0;0;2.942;4.091
2.62;0.499;0.99;0;0;3.21;4.330
2.728;0.223;0.953;0;0;1.859;3.755
2.126;0.83;0.899;0;0;3.478;4.552
2.216;0.582;0.839;0;0;2.127;3.620
2.086;0.64;0.838;0;0;2.127;4.459
2.834;0.134;0.95;0;0;1.859;2.827
2.126;0.405;0.917;4;2;0.411;6.380
3.08;0.405;1.609;1;1;1.619;4.786
1.636;0.64;1.695;0;0;0.408;3.861
2.219;0.604;1.537;0;0;2.026;3.262
1.594;0.223;1.333;2;0;0.094;6.297
1.818;0.499;1.468;1;0;1.672;3.546
1.5;0.83;1.891;0;0;1.817;2.920
1.512;0.64;1.844;0;0;0.347;3.203
2.56;0.134;1.758;0;0;0.347;2.283
1.818;0.134;1.445;0;0;0.202;1.559
1.359;0.134;1.13;1;0;0.094;3.470
0.667;0.582;1.361;0;0;0.202;4.748
2.333;0.251;1.946;0;0;-1.053;2.576
2.026;0.223;1.429;1;0;0.202;5.259
1.594;0.223;1.068;0;0;0.202;4.564
0.965;0.64;1.695;1;0;0.202;4.370
1.951;0.405;1.878;0;0;-1.053;0.053
1;0.405;1.5;2;0;-1.306;2.381
1.512;0.331;1.627;1;0;-0.386;2.891
3.219;0.405;1.605;0;0;0.706;1.088
3.74;0.134;1.581;0;0;2.274;3.721
3.669;0.486;1.374;0;0;3.291;3.701
3.57;1.374;2.259;0;0;2.05;6.083
5.926;0.134;1.671;0;0;6.203;4.628
3.802;0.405;1.527;1;0;1.869;3.700
2.802;0.223;1.6;0;1;1.064;1.842
2.242;1.096;1.907;0;1;-1.96;3.396
1.94;0.749;1.066;0;0;1.492;2.990
2.126;0.405;1.69;1;1;0.479;3.573
3.08;0.223;1.583;0;1;1.442;2.271
3.277;0.223;1.869;0;0;1.587;2.085
3.179;0;1.063;0;0;2.942;3.822
2.728;0.223;0.953;0;0;1.859;3.290
2.62;0.499;0.99;0;0;3.21;3.840
2.216;0.582;0.839;0;0;2.127;3.979
2.834;0.134;0.95;0;0;1.859;3.470
2.359;0.405;0.814;0;0;0.893;3.314
2.565;0.693;1.987;0;2;0.057;4.031
2.085;1.079;0.895;0;0;4.063;4.740
2.26;0.604;0.836;0;0;3.045;4.194
2.91;0;1;0;0;2.608;3.447
2.512;0.134;1.293;0;0;0.846;2.364
2.26;0.499;0.907;0;0;2.876;3.645
3.08;0.223;1.385;0;0;1.195;2.070
2.866;0.223;1.333;0;1;1.05;2.270
2.386;0.223;0.857;0;0;1.506;3.513
2.512;0.134;1.293;0;0;0.846;2.811
3.509;0.854;1.478;0;0;2.248;2.832
2.98;0.251;2.261;0;0;-0.063;1.639
2.512;0.134;1.293;0;0;0.846;2.016
2.98;0.251;1.959;0;0;-0.063;1.651
3.462;0.405;1.717;0;1;2.06;4.097
2.755;0.405;1.559;0;1;0.996;3.123
2.755;0.405;1.844;0;1;0.996;3.231
2.024;0.977;1.328;0;0;2.604;5.052
2.609;0.604;1.529;0;0;2.419;3.572
2.878;0.134;1.684;0;0;0.8;2.436
1.961;0.134;1.215;1;0;0.548;2.567
2.665;0.251;1.762;0;0;-0.534;1.795
1.251;0.251;1.126;0;0;-0.786;5.072
2.377;0.331;2.111;0;0;-0.534;2.156
2.366;0.405;2.606;0;0;-0.128;1.037
2.878;0.134;2.102;0;0;0.8;1.932
1.961;0.134;1.27;0;0;0.156;2.505
2.462;0.223;1.669;0;0;0.408;1.524
1.778;0.223;1.203;0;0;0.156;3.048
3.609;0.811;1.189;0;0;3.291;5.115
3.316;0.223;1.571;0;1;1.795;2.856
2;0.693;1.128;2;2;-0.45;4.366
4.171;0.693;1.678;0;2;2.849;4.976
3.316;0.223;1.571;0;1;1.795;2.940
3.441;0;1.667;0;0;3.516;4.538
2.429;0.83;1.696;0;0;2.604;3.391
3.143;0.134;1.641;0;0;1.209;2.692
2.802;0.223;1.6;1;0;1.064;3.825
2.126;0.405;1.127;0;0;-0.226;3.206
2.709;0.331;2.072;0;0;-0.081;1.780
2.701;0.405;2.003;0;0;-0.081;0.533
3.252;0;1.417;0;0;3.124;3.299
2.111;0.134;1.253;0;0;0.468;2.914
2.085;0.56;2.451;0;0;-0.544;1.180
3.361;0.223;1.437;1;2;2.021;3.168
3.52;0.223;1.562;0;1;2.129;3.446
3.014;0.56;1.987;0;1;0.538;3.496
3.181;0.604;1.52;0;0;3.126;4.680
3.369;0.134;1.614;0;0;1.587;3.252
3.277;0.223;1.633;0;0;1.587;2.980
2.507;0.405;1.5;2;0;0.076;3.936
3.277;0.486;1.416;0;0;2.604;5.470
2.67;0.496;2.047;0;0;-0.917;1.842
2.704;0.56;1.965;0;0;-0.917;0.150
3.277;0.486;1.343;0;0;2.604;3.736
3.566;0.134;1.595;0;0;1.94;3.719
2.594;0.251;1.287;0;0;0.454;1.749
3.485;0.223;1.614;0;0;1.94;3.507
3.316;0.223;1.571;1;0;1.795;3.979
3.596;0.604;1.515;0;0;4.673;5.363
3.74;0.134;1.581;0;0;3.186;4.396
3.669;0.223;1.599;0;0;3.186;3.984
3.199;0.56;2.033;0;0;-0.129;1.020
2.57;1.028;2.137;0;0;1.466;2.973
3.641;0.405;1.531;0;1;3.289;3.182
4.005;0.223;1.545;0;1;3.953;5.055
3.896;0.134;1.571;0;0;3.503;4.822
3.201;0.693;2.004;0;0;-0.937;0.330
3.98;0.223;1.578;0;0;3.806;4.819
4.114;0.223;1.571;0;0;4.098;5.219
4.237;0.223;1.565;0;0;4.379;5.268
4.63;0.405;1.458;2;1;5.579;3.139
2.456;0.331;1.259;0;1;0.496;2.858
2.536;0.764;1.165;0;1;2.619;4.191
3.461;0.223;1.281;0;0;2.813;4.416
2.641;0.496;1.077;0;1;1.697;3.537
3.38;0.638;1.506;0;1;1.57;4.380
2.544;0.223;1.245;0;0;1.064;1.408
1.279;1.16;1.714;0;0;1.209;2.936
2.572;1.834;1.35;0;2;3.115;8.471
3.222;1.501;0.872;0;0;5.149;5.861
3.728;0.956;1.17;0;0;4.789;5.574
3.358;1.348;1.328;0;0;1.89;3.852
2.96;0.88;1.53;1;1;0.787;5.244
4.81;0.693;1.42;0;2;5.426;2.548
3.311;0.56;0.927;0;1;3.461;5.276
3.023;0.56;1.168;0;1;2.294;3.924
2.585;1.586;0.917;0;0;5.207;6.379
1.925;1.318;0.595;0;0;3.764;4.705
2.454;1.075;0.951;0;0;2.359;4.960
2.508;0.58;0.941;0;0;1.701;3.766
2.222;0.711;0.849;0;0;0.828;3.641
3.389;0.223;0.849;0;1;3.587;4.108
2.031;0.891;0.822;0;0;2.956;4.420
1.965;1.408;0.709;0;0;2.736;5.290
3.351;0.496;1.466;0;0;1.097;2.392
3.452;0.331;1.476;1;0;2.402;3.870
4.288;0.865;1.327;0;0;4.295;5.642
2.359;0.405;0.814;0;0;0.893;4.287
2.085;1.079;0.895;0;0;4.063;4.790
1.962;0.934;0.819;0;0;2.729;4.296
3.041;0.947;1.298;0;1;1.976;6.607
2.377;0.827;0.938;0;0;2.239;3.759
3.023;0.56;1.168;1;0;1.239;3.278
2.777;0.56;1.127;1;0;0.922;3.118
2.218;0.923;1.074;0;0;0.291;3.237
3.103;0.134;1.521;0;0;2.193;3.267
1.822;0.829;0.834;0;0;2.509;3.933
3.459;1.47;1.483;0;2;0.491;4.486
2.442;1.211;2.254;0;0;1.401;4.305
1.945;0.889;0.835;0;0;1.969;3.927
3.315;0.223;1.1;1;0;2.723;4.350
2.868;1.286;1.294;0;0;1.919;4.809
2.971;0.859;2.162;0;0;2.273;4.499
3.378;0.134;0.988;0;0;3.395;4.650
2.961;0.405;1.189;0;0;1.312;2.604
3.52;0.223;1.562;1;0;2.129;3.629
3.012;0.223;1.023;0;0;2.193;4.070
2.778;0.405;1.17;1;0;1.49;2.930
3.08;0.223;1.583;1;0;1.442;3.727
3.281;0.693;1.808;0;2;1.121;3.095
2.359;0.405;0.814;0;0;0.893;6.400
2.026;0.223;1.667;1;0;0.202;2.650
2.507;0.405;1.5;0;2;0.076;2.851
3.462;0.405;1.717;0;1;2.06;4.208
2.462;0.223;1.625;1;0;0.655;3.654
3.026;0.405;1.787;0;1;1.373;3.810
2.429;0.405;1.954;0;0;-0.473;0.931
2.836;0.693;1.43;0;2;0.434;3.178
4.285;0.134;1.551;0;0;4.379;6.255
2.534;0.872;1.619;0;0;-1.186;2.732
4.077;0.956;1.909;0;0;3.234;4.448
3.137;0.405;1.312;0;2;0.749;1.086
2.034;0.64;1.727;0;0;0.8;2.586
2.034;0.331;1.56;0;1;0.133;2.117
1.667;1.278;1.5;0;2;2.459;3.955
2.283;1.07;1.223;0;0;1.112;4.278
3.164;0.223;0.909;0;0;2.455;3.112
3.03;1.821;1.027;0;2;5.469;6.897
2.031;0.872;1.475;0;1;0.202;6.424
4.216;0.223;1.248;0;0;4.177;5.780
2.119;0.923;1.179;0;1;0.982;1.050
3.914;0.56;1.637;0;1;3.048;3.926
3.542;1.38;1.264;0;0;1.971;6.284
3.102;0.693;1.316;0;2;2.005;3.451
3.393;1.292;2.122;0;3;1.595;3.477
3.191;0.223;0.847;0;0;2.859;4.967
2.639;1.462;0.83;0;0;5.206;5.985
2.47;1.437;1.346;2;2;1.821;6.351
2.164;1.437;1.227;0;2;2.573;6.207
3.247;0.638;0.889;0;1;2.922;4.680
4.255;1.695;1.087;0;0;2.294;4.475
3.629;0.331;1.478;0;1;2.821;3.240
3.08;0.827;1.079;2;0;1.155;5.478
3.012;0.223;0.76;0;0;2.637;4.620
2.374;1.16;0.979;0;1;3.818;5.048
2.855;1.331;1.325;0;2;0.454;7.045
2.024;0.405;1.605;0;1;0.133;1.307
3.739;0;1.25;1;2;3.267;2.149
3.426;0.693;1.488;0;1;1.294;3.025
2.878;0.134;1.684;0;0;0.8;2.425
4.785;1.263;1.471;1;4;2.749;9.612
3.286;0.357;2.104;0;0;-0.521;1.771
2.507;0.405;1.652;1;1;0.888;4.603
2.857;0.973;1.838;0;2;1.121;5.311
3.924;0.693;1.707;0;2;2.314;4.713
3.601;0.223;1.35;3;2;2.545;4.320
3.634;0.693;1.747;0;2;1.742;4.051
1.968;0.331;1.891;0;0;-1.053;1.470
2.429;0.405;1.927;0;1;0.586;2.583
3.029;0.331;1.847;0;0;0.314;2.474
3.605;0;1.15;0;0;3.562;4.510
2.024;0.83;1.761;0;0;2.226;3.007
3.026;0.405;1.548;0;1;1.373;2.840
3.462;0.405;1.717;0;1;2.06;4.557
3.669;0.223;1.778;0;0;2.274;3.604
2.9;1.275;0.913;0;1;3.574;6.564
3.832;0.223;1.587;0;0;3.503;4.410
4.285;0.134;1.71;0;0;3.467;5.380
3.164;2.044;0.83;0;1;4.912;6.113
3.332;0.134;1.294;0;0;2.242;3.374
2.344;0.582;1.59;0;0;1.467;3.109
3.353;0.854;1.944;0;0;1.297;2.451
2.993;0.811;1.232;0;2;-0.059;5.395
2.914;0.798;0.975;0;1;2.715;4.109
3.111;0.331;1.011;0;1;2.042;3.250
2.777;0.56;1.127;1;0;1.433;4.767
3.188;1.182;1.244;0;1;1.845;5.012
3.134;0.223;1.319;0;0;1.795;2.739
3.514;0.134;1.07;1;0;3.315;7.809
3.436;0.331;0.951;0;0;2.786;4.338
2.217;0.872;0.875;0;0;1.769;4.182
3.219;0.405;1.605;0;0;0.706;1.134
3.645;0.223;1.155;0;0;3.105;5.178
2.685;0.405;1.145;0;0;1.246;3.219
2.685;0.405;1.145;0;0;1.246;3.110
2.961;0.405;1.388;0;0;1.58;3.070
3.52;0.223;1.59;0;0;1.882;2.883
4.029;0.965;1.729;0;0;4.038;4.451
1.883;0.711;1.162;0;0;0.602;2.924
3.432;0.638;1.385;0;1;1.459;5.339
3.369;0.134;1.614;0;0;1.587;2.226
3.323;1.232;1.134;0;0;4.207;6.500
3.73;0.829;1.562;0;1;3.182;4.732
1.831;1.182;1.901;0;2;0.158;1.234
4.141;0.134;1.22;0;0;4.833;6.233
3.035;0.223;1.941;0;0;1.209;2.107
3.461;0.223;1.12;0;0;2.813;4.470
3.867;0;1.4;2;0;3.659;5.678
1.713;1.098;1.752;0;0;-0.297;3.046
2.441;0.88;1.54;0;2;0.057;4.920
1.634;0.713;1.19;0;0;1.313;2.782
3.13;0.429;0.88;0;0;2.679;5.229
1.886;1.153;0.523;0;0;2.938;4.737
1.886;1.115;0.653;0;0;2.646;4.342
3.684;1.275;1.072;0;1;4.764;7.691
4.461;0.405;1.139;0;1;4.548;4.727
3.087;0.223;0.96;1;0;2.42;3.979
3.822;0;1.125;1;0;4.044;5.510
3.113;1.593;1.319;1;1;4.038;6.143
2.565;0.452;1.529;0;0;0.242;2.115
2.217;0.845;0.793;1;0;2.429;5.189
2.95;1.772;1.351;0;4;3.11;5.383
3.402;0.496;1.45;1;0;2.345;4.557
3.618;0.842;1.686;0;2;1.661;5.184
3.613;1.336;0.839;0;0;2.459;4.886
3.739;0;1.204;0;1;3.374;5.434
2.251;1.501;1.197;0;0;4.19;5.632
2.454;1.075;0.951;0;0;2.359;6.317
2.216;0.582;1.287;0;0;1.467;2.740
3.323;1.232;1.134;0;0;4.207;6.525
2.126;0.83;1.455;0;1;2.459;5.820
1.886;0.988;0.764;0;0;2.343;3.889
3.175;0.859;2.095;0;0;2.59;4.095
3.641;1.192;1.481;0;1;3.16;5.052
2.019;1.317;1.288;0;0;2.689;4.368
3.709;1.371;1.478;0;1;3.909;5.568
2.479;0.887;0.954;0;0;1.748;4.458
3.559;0.223;1.36;0;0;2.446;3.458
4.05;0.693;1.381;0;2;3.618;5.667
3.24;0.56;0.889;0;0;2.214;4.544
4.829;0.331;1.521;4;4;4.57;6.347
2.079;0.988;0.836;0;1;2.481;2.608
4.037;0.134;1.563;0;0;3.806;5.180
2.137;0.223;1.179;0;0;0.655;3.779
3.421;0.58;1.7;0;1;1.57;5.029
1.279;1.327;1.284;0;0;2.2;4.697
3.252;0.499;0.832;0;0;4.416;4.674
3.252;0.499;0.832;0;0;4.416;4.384
3.739;0;0.7;0;0;4.76;7.346
2.591;0.331;1.629;0;0;0.874;2.395
2.118;0.956;1.643;0;0;-2.03;3.638
3.274;1.214;1.011;0;0;3.311;6.540
2.544;0.223;1.245;0;0;1.064;3.380
2.08;0.764;0.788;0;0;1.514;4.961
2.8;0.693;1.091;0;1;1.437;3.603
3.9;0.429;1.572;0;1;2.297;3.842
3.177;0.918;1.919;0;0;2.031;4.116
2.111;1.477;1.298;0;0;3.225;5.730
3.609;0.811;1.208;0;0;3.291;4.380
3.261;0.331;2.047;0;1;0.915;4.182
3.38;0.702;1.527;0;1;1.579;3.841
2.818;0.88;1.488;0;0;1.182;3.726
2.442;0.934;0.984;0;1;3.259;4.208
3.63;0.134;1.476;0;0;3.358;4.305
4.535;0.56;1.137;1;2;4.332;8.571
3.756;0;0.964;0;0;4.23;4.425
2.198;0.798;0.79;0;1;2.056;3.328
3.159;0.965;1.584;0;2;1.121;3.770
2.862;1.031;1.828;0;3;-0.463;4.512
4.121;0.829;1.551;0;1;3.913;5.653
2.309;0.907;0.871;0;0;3.046;3.775
3.69;0.223;1.062;0;0;2.726;3.599
3.282;0.56;1.749;0;2;1.117;3.757
3.465;2.171;0.888;0;0;6.515;3.623
3.252;0.223;1.077;0;0;2.51;4.220
4.085;0.134;1.482;0;0;4.234;5.630
2.726;0.496;1.108;0;1;1.06;3.100
2.079;0.988;0.836;0;1;2.481;3.298
3.867;0.134;1.174;0;0;3.386;4.064
3.33;0.56;1.555;0;2;1.042;3.691
2.304;1.028;1.124;0;0;2.433;4.635
3.691;0.711;1.073;0;2;1.746;5.472
3.323;0.405;1.17;0;2;2.592;4.577
3.501;0.405;1.585;1;1;2.27;5.147
2.594;0.251;0.861;0;0;1.68;3.112
3.38;0.874;0.903;0;1;3.184;5.278
3.332;0.134;0.909;0;0;3.051;4.891
3.578;0.496;1.406;0;1;2.391;4.320
2.857;1.421;2.282;0;0;2.357;4.295
2.634;0.223;0.939;0;0;1.834;3.926
2.836;1.86;1.046;0;2;4.452;8.207
3.179;0;0.805;0;0;2.994;4.154
3.588;0.251;1.506;0;0;1.564;3.570
3.026;0.251;2.164;0;0;0.314;1.812
3.739;0;1.161;0;0;4.431;5.680
2.955;0.331;1.313;0;0;0.652;2.961
1.844;1.275;0.804;0;0;3.109;6.720
4.395;0.134;1.546;0;0;4.651;6.484
3.128;0.713;0.797;0;1;4.017;5.039
2.417;1.028;1.162;0;1;3.19;4.169
3.055;1.273;1.132;0;0;2.931;5.393
2.624;1.621;1.502;0;0;3.213;6.314
3.436;1.225;1.839;0;0;2.054;5.087
2.423;0.949;1.15;0;0;1.94;2.440
2.548;0.947;1.051;1;0;1.66;3.588
2.647;1.286;1.278;0;0;1.602;4.508
3.196;1.38;1.234;0;0;1.321;6.018
3.378;1.38;1.25;0;0;1.654;4.854
2.396;1.593;1.351;0;0;3.32;6.023
1.983;1.714;2.105;0;0;2.358;5.062
4.086;0.452;1.843;0;0;0.37;3.463
3.353;0.405;1.418;1;1;1.878;5.018
3.174;1.586;0.91;2;2;5.361;7.382
3.567;0.711;1.501;1;3;1.759;4.043
3.591;0.58;1.685;0;1;1.851;4.117
3.81;1.025;1.055;0;2;0.215;3.838
3.311;0.972;2.208;0;3;-0.165;4.244
0.667;1.03;0.906;0;0;1.064;5.558
3.979;1.306;1.404;0;1;5.176;4.239
2.862;1.54;1.226;0;0;3.896;6.171
2.183;0.93;0.846;0;0;1.395;4.739
2.74;1.04;1.603;0;1;2.646;4.215
3.001;0.651;0.781;0;0;4.203;5.262
3.378;1.38;1.25;0;0;1.654;5.933
3.55;1.182;1.624;0;0;2.433;4.811
4.311;1.496;0.964;0;0;3.522;5.190
3.587;0.675;2.108;0;0;2.527;3.656
2.893;1.236;0.907;0;0;3.842;6.047
3.898;0.887;1.45;0;0;4.066;5.999
3.675;1.718;1.248;0;0;3.167;4.136
2.817;1.012;1.521;0;3;-1.169;2.069
3.937;0.762;1.708;0;0;1.145;3.297
1.965;1.028;0.762;0;0;2.116;5.303
2.819;0.732;1.483;0;0;1.717;2.941
2.019;1.317;0.77;0;0;3.617;5.930
1.822;0.681;0.794;0;0;2.335;3.696
2.928;1.131;0.908;0;2;3.508;5.860
2.479;0.887;0.954;0;0;1.748;4.119
3.793;0.134;0.93;0;0;4.054;6.038
3.38;1.749;1.135;0;1;3.305;4.951
4.181;0.57;1.383;0;0;4.379;6.213
2.297;0.762;0.798;0;0;2.841;3.555
2.206;1.3;1.36;0;0;2.371;4.739
3.407;1.548;1.653;0;0;1.145;6.258
1.844;1.275;0.804;0;0;3.109;6.784
2.216;0.389;0.796;0;0;1.953;3.751
4.372;0.134;1.254;0;0;5.339;6.569
3.065;1.079;0.825;0;0;5.472;6.882
1.786;0.702;1.081;0;0;-1.265;8.132
1.883;0.916;1.207;0;1;1.188;1.153
2.11;0.773;0.773;0;1;2.57;3.360
1.975;0.802;0.775;1;0;2.799;4.227
3.629;0.223;0.802;0;0;3.571;4.269
2.309;0.907;0.871;0;0;3.046;3.782
